,symbol,name,market_cap,mic,list_date,cik,composite_figi,outstanding_shares,postal_code,state,country,type,volume,closing_price,weighted
10,TSLA,Tesla Inc,1374.917,XNAS,2010-06-29 00:00:00,0001318605,BBG000N9MNX3,3325150000.0,,,US,Common Stock,46775668.11075673,,2.4
11,BTC,Bitcoin,1202.696,,2010-07-13T00:00:00.000Z,,,20050728,,,,Crypto,685718007860.5952,59982.64809323027,2.1
12,BRK.B,BERKSHIRE HATHAWAY Class B,1055.217,XNYS,1996-05-09 00:00:00,0001067983,BBG000DWG505,1378545639.0,68131,NE,,Common Stock,5521960.205449133,,1.9
13,ORCL,Oracle Corp,835.168,XNYS,1986-03-12 00:00:00,0001341439,BBG000BQLTW7,2841714000.0,78741,TX,,Common Stock,27474459.901079036,,1.5
14,JPM,JPMorgan Chase & Co,827.373,XNYS,1969-03-05 00:00:00,0000019617,BBG000DMBXR2,2749750000.0,,,US,Common Stock,9605344.656250767,,1.5
15,WMT,Walmart Inc.,811.955,XNYS,1970-10-01 00:00:00,0000104169,BBG000BWXBC2,7972851122.0,72716,AR,,Common Stock,25858130.498154897,,1.4
16,LLY,Eli Lilly & Co.,747.188,XNYS,1970-07-09 00:00:00,0000059478,BBG000BNBDC2,946456759.0,46285,IN,,Common Stock,3377908.9187147333,,1.3
17,V,Visa Inc,662.076,XNYS,2008-03-25 00:00:00,0001403161,BBG000PSKYX7,1926600000.0,,,US,Common Stock,8901618.0059582,,1.2
18,NFLX,Netflix Inc,518.444,XNAS,2002-05-23 00:00:00,0001065280,BBG000CL9VN6,424930000.0,,,US,Common Stock,42516339.5253802,,0.9
19,MA,Mastercard Inc,503.969,XNYS,2006-05-25 00:00:00,0001141391,BBG000F1ZSQ2,904010000.0,,,US,Common Stock,4065380.9359544,,0.9
20,XOM,Exxon Mobil Corp,490.593,XNYS,1980-03-17 00:00:00,0000034088,BBG000GZQ728,4263250000.0,,,US,Common Stock,18067322.6514091,,0.9
21,JNJ,Johnson & Johnson,459.318,XNYS,1944-09-25 00:00:00,0000200406,BBG000BMHYD1,2408340000.0,,,US,Common Stock,8670593.238316733,,0.8
22,PLTR,Palantir Technologies Inc,416.204,XNAS,2020-09-30 00:00:00,0001321655,BBG000N7QR55,2371340000.0,,,US,Common Stock,41651561.36713237,,0.7
23,COST,Costco Wholesale Corp,412.161,XNAS,1985-12-05 00:00:00,0000909832,BBG000F6H8W8,443240000.0,,,US,Common Stock,2684500.8074122667,,0.7
24,ABBV,AbbVie Inc,407.192,XNYS,2013-01-02 00:00:00,0001551152,BBG0025Y4RY4,1766560000.0,,,US,Common Stock,7698072.415245267,,0.7
25,HD,Home Depot Inc,374.017,XNYS,1984-04-19 00:00:00,0000354950,BBG000BKZB36,995390000.0,,,US,Common Stock,5557652.8962258,,0.7
26,BABA,"Alibaba Group Holding Limited American Depositary Shares, each represents eight Ordinary Shares",368.744,XNYS,2014-09-19 00:00:00,0001577552,BBG006G2JVL2,2384078936.0,,,,ADR,12142653.9423711,,0.7
27,BAC,Bank of America Corporation,360.348,XNYS,1973-01-02 00:00:00,0000070858,BBG000BCTLF6,7406947312.0,28255,NC,,Common Stock,38975305.34174983,,0.6
28,PG,Procter & Gamble Co,350.347,XNYS,1950-03-22 00:00:00,0000080424,BBG000BR2TH3,2340490000.0,,,US,Common Stock,9271770.377437066,,0.6
29,AMD,Advanced Micro Devices Inc,348.749,XNAS,1979-10-15 00:00:00,0000002488,BBG000BBQCY0,1622840000.0,,,US,Common Stock,32194192.711876668,,0.6
30,UNH,UNITEDHEALTH GROUP INCORPORATED (Delaware),321.061,XNYS,1984-10-17 00:00:00,0000731766,BBG000CH5208,905673625.0,55344,MN,,Common Stock,6952554.231189334,,0.6
31,SAP,SAP SE,309.237,XNYS,1995-09-18 00:00:00,0001000184,BBG000BDSLD7,1228504232.0,,,,ADR,2992619.395594533,,0.5
32,GE,GE Aerospace,309.107,XNYS,1892-06-23 00:00:00,0000040545,BBG000BK6MB5,1060439387.0,45215,OH,,Common Stock,5262355.998676733,,0.5
33,CVX,Chevron Corp,304.857,XNYS,1921-06-24 00:00:00,0000093410,BBG000K4ND22,2047390000.0,,,US,Common Stock,9944757.295813434,,0.5
34,KO,Coca-Cola Co,288.518,XNYS,1950-01-26 00:00:00,0000021344,BBG000BMX289,4303670000.0,,,US,Common Stock,19018234.9344356,,0.5
35,CSCO,Cisco Systems Inc,268.580,XNAS,1990-02-16 00:00:00,0000858877,BBG000C3J3C9,3953200000.0,,,US,Common Stock,26498379.621117868,,0.5
36,AZN,AstraZeneca PLC,262.087,XNAS,1993-05-18 00:00:00,0000901832,BBG000BZ0DK8,3101385926.0,,,,Common Stock,1982361.3260678665,,0.5
37,IBM,International Business Machines Corporation,258.795,XNYS,1949-01-28 00:00:00,0000051143,BBG000BLNNH6,929396575.0,10504,NY,,Common Stock,11386786.639477232,,0.5
38,TMUS,T-Mobile US Inc,257.485,XNAS,2007-04-19 00:00:00,0001283699,BBG000NDV1D4,1125420000.0,,,US,Common Stock,5694425.4165282,,0.5
39,NVO,Novo-Nordisk A/S,252.964,XNYS,1981-04-30 00:00:00,0000353278,BBG000BQBKR3,3390128000.0,,,,ADR,12983352.3160026,,0.5
40,NVS,Novartis AG,251.719,XNYS,1996-11-07 00:00:00,0001114448,BBG000LYF3S8,2112421867.0,,,,ADR,2039866.7526366,,0.4
41,PM,Philip Morris International Inc,249.786,XNYS,2008-03-17 00:00:00,0001413329,BBG000J2XL74,1556590000.0,,,US,Common Stock,5022232.062611201,,0.4
42,WFC,Wells Fargo & Co,248.651,XNYS,1962-12-10 00:00:00,0000072971,BBG000BWQFY7,3203440000.0,,,US,Common Stock,15976455.178579066,,0.4
43,MS,Morgan Stanley,242.412,XNYS,1986-03-21 00:00:00,0000895421,BBG000BLZRJ2,1596340000.0,,,US,Common Stock,6345018.706935933,,0.4
44,TM,Toyota Motor Corporation American Depositary Shares (Each representing ten Ordinary Shares),241.415,XNYS,1976-08-18 00:00:00,0001094517,BBG000BPH299,1579498746.0,,,,ADR,554851.0995371667,,0.4
45,GS,Goldman Sachs Group Inc.,231.388,XNYS,1999-05-04 00:00:00,0000886982,BBG000C6CFJ5,302721092.0,10282,NY,,Common Stock,2407976.370574167,,0.4
46,ABT,Abbott Laboratories,230.733,XNYS,1937-03-01 00:00:00,0000001800,BBG000B9ZXB4,1740460000.0,,,US,Common Stock,13229316.616596835,,0.4
47,CAT,Caterpillar Inc,230.164,XNYS,1929-12-02 00:00:00,0000018230,BBG000BF0K17,468480000.0,,,US,Common Stock,3490658.022448833,,0.4
48,CRM,Salesforce Inc,230.079,XNYS,2004-06-23 00:00:00,0001108524,BBG000BN2DC2,952000000.0,,,US,Common Stock,17717923.06001017,,0.4
49,HSBC,HSBC Holdings PLC,227.272,XNYS,1995-05-11 00:00:00,0001089113,BBG000C1K7N0,3458952888.0,,,,ADR,1683000.4521587668,,0.4
50,AXP,American Express Co,220.080,XNYS,1977-05-18 00:00:00,0000004962,BBG000BCQZS4,695880000.0,,,US,Common Stock,3145230.7869121665,,0.4
51,MRK,Merck & Co Inc,214.784,XNYS,1941-01-01 00:00:00,0000310158,BBG000BPD168,2497780000.0,,,US,Common Stock,11867814.3613246,,0.4
52,LIN,Linde PLC,212.801,XNAS,2018-10-31 00:00:00,0001707925,BBG01FND0CC1,468910000.0,,,GB,Common Stock,2499491.498192333,,0.4
53,MCD,McDonald's Corp,211.948,XNYS,1965-04-21 00:00:00,0000063908,BBG000BNSZP1,713600000.0,,,US,Common Stock,4613109.915649666,,0.4
54,RTX,RTX Corp,211.088,XNYS,1934-09-05 00:00:00,0000101829,BBG000BW8S60,1338540000.0,,,US,Common Stock,5526142.130856301,,0.4
55,SHEL,Shell plc American Depositary Shares (Each represents two Ordinary shares),206.006,XNYS,1984-03-12 00:00:00,0001306965,BBG0147BN6G2,2922792094.0,,,,ADR,6816411.552614967,,0.4
56,PEP,PepsiCo Inc,205.471,XNAS,1919-12-18 00:00:00,0000077476,BBG000DH7JK6,1369080000.0,,,US,Common Stock,9385402.853173433,,0.4
57,MU,Micron Technology Inc,203.840,XNAS,1984-06-01 00:00:00,0000723125,BBG000C5Z1S3,1119130000.0,,,US,Common Stock,57136798.708735965,,0.4
58,RY,Royal Bank of Canada,202.576,XNYS,1995-10-16 00:00:00,0001000275,BBG000BSSC44,1405339302.0,,,,Common Stock,1629601.8912949334,,0.4
59,TMO,Thermo Fisher Scientific Inc,198.171,XNYS,1980-08-27 00:00:00,0000097745,BBG000BVDLH9,377610000.0,,,US,Common Stock,2449335.061239133,,0.3
60,DIS,Walt Disney Co,196.316,XNYS,1957-11-12 00:00:00,0001744489,BBG000BH4R78,1797930000.0,,,US,Common Stock,10147228.497133967,,0.3
61,SHOP,Shopify Inc,196.284,XNAS,2015-05-21 00:00:00,0001594805,BBG008HBD923,1299660000.0,,,CA,Common Stock,9255104.3238192,,0.3
62,ETH,Ethereum,195.270,,2015-08-07T00:00:00.000Z,,,120683397.10851538,,,,Crypto,207424827624.74963,1618.036901298375,0.3
63,UBER,Uber Technologies Inc,194.778,XNYS,2019-05-10 00:00:00,0001543151,BBG002B04MT8,2085420000.0,,,US,Common Stock,23218272.4223412,,0.3
64,ANET,Arista Networks Inc,193.683,XNYS,2014-06-06 00:00:00,0001596532,BBG000N2HDY5,1256870000.0,,,US,Common Stock,8799751.659874666,,0.3
65,APP,Applovin Corp,192.765,XNAS,2021-04-15 00:00:00,0001751008,BBG006HFPX77,338250000.0,,,US,Common Stock,5197134.749973866,,0.3
66,BX,Blackstone Inc,188.857,XNYS,2007-06-22 00:00:00,0001393818,BBG000BH0106,1184670000.0,,,US,Common Stock,5561347.381057,,0.3
67,T,AT&T Inc,184.980,XNYS,1983-11-21 00:00:00,0000732717,BBG000BSJK37,7150390000.0,,,US,Common Stock,54758700.07697086,,0.3
68,NOW,"SERVICENOW, INC.",184.424,XNYS,2012-06-29 00:00:00,0001373715,BBG000M1R011,208000000.0,95054,CA,,Common Stock,31989586.675559364,,0.3
69,PDD,PDD Holdings Inc,182.276,XNAS,2018-07-26 00:00:00,0001737806,BBG00LBLDDR2,5678590000.0,,,IE,ADR,11060692.841987668,,0.3
70,INTU,Intuit Inc,178.934,XNAS,1993-03-12 00:00:00,0000896878,BBG000BH5DV1,278810000.0,,,US,Common Stock,7017652.744935567,,0.3
71,HDB,HDFC Bank Limited,178.321,XNYS,2001-07-20 00:00:00,0001144967,BBG000NWKS18,5118026507.0,,,,ADR,9580025.128478566,,0.3
72,BLK,"Blackrock, Inc.",175.350,XNYS,1999-10-01 00:00:00,0002012383,BBG01PSW2WN4,154853337.0,10001,NY,,Common Stock,824636.4325821,,0.3
73,C,Citigroup Inc,172.916,XNYS,1986-10-30 00:00:00,0000831001,BBG000FY4S11,1840900000.0,,,US,Common Stock,12717636.593147067,,0.3
74,NEE,Nextera Energy Inc,171.642,XNYS,1950-02-15 00:00:00,0000753308,BBG000BJSBJ0,2059290000.0,,,US,Common Stock,13964877.717614533,,0.3
75,INTC,Intel Corp,169.857,XNAS,1971-10-13 00:00:00,0000050863,BBG000C0G1D1,4670260000.0,,,US,Common Stock,129841270.45927504,,0.3
76,SONY,Sony Group Corporation American Depositary Shares (Each Representing One Share of Dollar Validated Common Stock),168.853,XNYS,1970-09-10 00:00:00,0000313838,BBG000BT7ZK6,6149810645.0,,,,ADR,6183191.694936533,,0.3
77,VZ,Verizon Communications Inc,168.021,XNYS,1984-02-15 00:00:00,0000732712,BBG000HS77T5,4216319999.9999995,,,US,Common Stock,27067731.342514466,,0.3
78,BKNG,Booking Holdings Inc,167.395,XNAS,1999-03-29 00:00:00,0001075531,BBG000BLBVN4,32409999.999999996,,,US,Common Stock,8430062.924479267,,0.3
79,AMAT,Applied Materials Inc,167.255,XNAS,1972-10-05 00:00:00,0000006951,BBG000BBPFB9,796640000.0,,,US,Common Stock,10636464.4985134,,0.3
80,SCHW,Charles Schwab Corp,166.928,XNYS,1987-09-22 00:00:00,0000316709,BBG000BSLZY7,1815220000.0,,,US,Common Stock,12321816.7135294,,0.3
81,MUFG,"Mitsubishi UFJ Financial Group, Inc.",166.380,XNYS,1990-06-25 00:00:00,0000067088,BBG000D4F4F5,12067710920.0,,,,ADR,3234113.745137267,,0.3
82,QCOM,Qualcomm Inc,165.724,XNAS,1991-12-13 00:00:00,0000804328,BBG000CGC1X8,1077800000.0,,,US,Common Stock,23211942.421093967,,0.3
83,LRCX,Lam Research Corp,165.662,XNAS,1984-05-04 00:00:00,0000707549,BBG000BNFLM9,1261032300.0,94538,CA,,Common Stock,12028050.125939466,,0.3
84,GEV,GE Vernova Inc.,164.576,XNYS,2024-03-27 00:00:00,0001996810,BBG013G17W31,272223940.0,02141,MA,,Common Stock,3058610.152238867,,0.3
85,ARM,Arm Holdings plc American Depositary Shares,163.985,XNAS,2023-09-14 00:00:00,0001973239,BBG01J1GXZF0,1056513738.0,,,,ADR,12698236.1474138,,0.3
86,BA,Boeing Co,159.345,XNYS,1934-09-05 00:00:00,0000012927,BBG000BCSST7,756160000.0,,,US,Common Stock,6467751.5082014,,0.3
87,TJX,TJX Companies Inc,156.234,XNYS,1965-11-17 00:00:00,0000109198,BBG000BV8DN6,1112940000.0,,,US,Common Stock,6706757.4741927665,,0.3
88,AMGN,Amgen Inc,156.195,XNAS,1983-06-17 00:00:00,0000318154,BBG000BBS2Y0,538360000.0,,,US,Common Stock,2922266.657271167,,0.3
89,TXN,Texas Instruments Inc,156.099,XNAS,1953-10-01 00:00:00,0000097476,BBG000BVV7G1,909140000.0,,,US,Common Stock,9803589.219375832,,0.3
90,ISRG,Intuitive Surgical Inc,153.998,XNAS,2000-06-13 00:00:00,0001035267,BBG000BJPDZ1,358480000.0,,,US,Common Stock,2543280.885156833,,0.3
91,ACN,Accenture PLC,149.416,XNYS,2001-07-19 00:00:00,0001467373,BBG000D9D830,680343350.0,D2,L2,,Common Stock,9401673.951419232,,0.3
92,APH,Amphenol Corp,148.586,XNYS,1991-11-08 00:00:00,0000820313,BBG000B9YJ35,1220920000.0,,,US,Common Stock,10523428.920501234,,0.3
93,SPGI,S&P Global Inc.,148.406,XNYS,1929-02-14 00:00:00,0000064040,BBG000BP1Q11,305300000.0,10041,NY,,Common Stock,2389256.594524567,,0.3
94,UL,Unilever plc,148.167,XNYS,1961-12-12 00:00:00,0000217410,BBG000BW1442,2451884702.0,,,,ADR,4185396.3747737003,,0.3
95,GILD,Gilead Sciences Inc,145.398,XNAS,1992-01-22 00:00:00,0000882095,BBG000CKGBP2,1240810000.0,,,US,Common Stock,8566274.485169368,,0.3
96,DHR,Danaher Corp,144.972,XNYS,1969-12-10 00:00:00,0000313616,BBG000BH3JF8,716050000.0,,,US,Common Stock,4340619.345270333,,0.3
97,SAN,Banco Santander S.A.,144.394,XNYS,1987-07-30 00:00:00,0000891478,BBG000BTJS47,14885325372.0,,,,ADR,9032987.884005966,,0.2
98,ETN,Eaton Corporation PLC,143.683,XNYS,2012-12-03 00:00:00,0001551182,BBG000BJ3PD2,389300000.0,,,IE,Common Stock,2578402.5234637004,,0.2
99,BSX,Boston Scientific Corp.,141.374,XNYS,1992-05-18 00:00:00,0000885725,BBG000C0LW92,1481751634.0,01752-1234,MA,,Common Stock,23010977.0292056,,0.2
100,ADBE,Adobe Inc,141.282,XNAS,1986-08-20 00:00:00,0000796343,BBG000BB5006,418600000.0,,,US,Common Stock,7651440.275253501,,0.2
101,PANW,Palo Alto Networks Inc,141.161,XNAS,2012-07-20 00:00:00,0001327567,BBG0014GJCT9,668900000.0,,,US,Common Stock,8860128.471804867,,0.2
102,PFE,Pfizer Inc,140.888,XNYS,1944-01-17 00:00:00,0000078003,BBG000BR2B91,5685550000.0,,,US,Common Stock,43053690.1248631,,0.2
103,PGR,Progressive Corp,140.690,XNYS,1987-01-06 00:00:00,0000080661,BBG000BR37X2,586400000.0,,,US,Common Stock,3690415.8638331997,,0.2
104,SYK,Stryker Corp,139.389,XNYS,1980-03-17 00:00:00,0000310764,BBG000DN7P92,382310000.0,,,US,Common Stock,2854926.684321067,,0.2
105,SPOT,Spotify Technology SA,138.920,XNYS,2018-04-03 00:00:00,0001639920,BBG003T4VFC2,204710000.0,,,LU,Common Stock,2228076.496998667,,0.2
106,BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),136.147,XNYS,1987-05-28 00:00:00,0000811809,BBG000BD5NZ4,2539456588.0,,,,ADR,2869207.9778766665,,0.2
107,UNP,Union Pacific Corp,133.720,XNYS,1969-06-20 00:00:00,0000100885,BBG000BW3299,593040000.0,,,US,Common Stock,3073603.2392495335,,0.2
108,TD,Toronto Dominion Bank,133.708,XNYS,1996-08-30 00:00:00,0000947263,BBG000BXBHJ4,1700822179.0,,,,Common Stock,2209329.534039267,,0.2
109,LOW,Lowe's Companies Inc,130.235,XNYS,1979-12-19 00:00:00,0000060667,BBG000BNDN65,560820000.0,,,US,Common Stock,3267404.7664325666,,0.2
110,KLAC,KLA Corp,129.685,XNAS,1980-10-08 00:00:00,0000319201,BBG000BMTFR4,131680000.0,,,US,Common Stock,13164197.845510535,,0.2
111,COF,Capital One Financial Corp,129.496,XNYS,1994-11-16 00:00:00,0000927628,BBG000BGKTF9,639500000.0,,,US,Common Stock,5074978.088291434,,0.2
112,HON,"Honeywell International, Inc.",127.557,XNAS,1929-09-19 00:00:00,0000773840,BBG000H556T9,634896562.0,28202,NC,,Common Stock,5826177.197421766,,0.2
113,UBS,UBS Group AG,125.943,XNYS,1990-02-08 00:00:00,0001610520,BBG007DJM539,,,,,Common Stock,2201015.2430567998,,0.2
114,TTE,TotalEnergies SE,124.314,XNYS,1991-10-25 00:00:00,0000879764,BBG000CHZ857,2281206254.0,,,,Common Stock,1540593.6469521,,0.2
115,CRWD,CrowdStrike Holdings Inc,123.887,XNAS,2019-06-12 00:00:00,0001535527,BBG00BLYKS03,250960000.0,,,US,Common Stock,3613110.6236992003,,0.2
116,HOOD,Robinhood Markets Inc,123.490,XNAS,2021-07-29 00:00:00,0001783879,BBG008NMBXN8,888680000.0,,,US,Common Stock,31999796.678016704,,0.2
117,MDT,Medtronic plc,122.432,XNYS,1972-06-01 00:00:00,0001613103,BBG000BNWG87,1282685882.0,H91 4K49,,,Common Stock,11512269.617085034,,0.2
118,DE,Deere & Co,120.662,XNYS,1933-06-29 00:00:00,0000315189,BBG000BH1NH9,270330000.0,,,US,Common Stock,1530490.7173876332,,0.2
119,LMT,Lockheed Martin Corp,117.912,XNYS,1961-10-11 00:00:00,0000936468,BBG000C1BW00,233470000.0,,,US,Common Stock,1354468.0213336335,,0.2
120,IBKR,Interactive Brokers Group Inc,117.305,XNAS,2007-05-04 00:00:00,0001381197,BBG000LV0836,1699820000.0,,,US,Common Stock,5451414.2085697,,0.2
121,SNY,Sanofi American Depositary Shares (Each representing one-half of one ordinary share),117.198,XNAS,2002-07-01 00:00:00,0001121404,BBG000BBD5N1,2454937946.0,,,,ADR,3490543.653650967,,0.2
122,BUD,Anheuser-Busch INBEV SA/NV,116.338,XNYS,1980-04-18 00:00:00,0001668717,BBG000RYC984,1797199973.0,,,,ADR,2073323.1108508,,0.2
123,ADP,Automatic Data Processing Inc,115.527,XNAS,1961-09-01 00:00:00,0000008670,BBG000JG0547,405090000.0,,,US,Common Stock,2971388.7773595997,,0.2
124,CEG,Constellation Energy Corp,115.118,XNAS,2022-01-19 00:00:00,0001868275,BBG014KFRNP7,312410000.0,,,US,Common Stock,4080136.1102182334,,0.2
125,DASH,DoorDash Inc,113.642,XNAS,2020-12-09 00:00:00,0001792789,BBG005D7QCJ3,427190000.0,,,US,Common Stock,5190621.780147234,,0.2
