,symbol,name,market_cap,mic,list_date,cik,composite_figi,outstanding_shares,postal_code,state,country,type,volume,closing_price,weighted
17,NFLX,Netflix Inc,518.444,XNAS,2002-05-23 00:00:00,0001065280,BBG000CL9VN6,424930000.0,,,US,Common Stock,56658952.295518704,,0.9
18,MA,Mastercard Inc,503.969,XNYS,2006-05-25 00:00:00,0001141391,BBG000F1ZSQ2,904010000.0,,,US,Common Stock,4320171.371991034,,0.9
19,XOM,Exxon Mobil Corp,490.593,XNYS,1980-03-17 00:00:00,0000034088,BBG000GZQ728,4263250000.0,,,US,Common Stock,21131675.881518032,,0.9
20,JNJ,Johnson & Johnson,459.318,XNYS,1944-09-25 00:00:00,0000200406,BBG000BMHYD1,2408340000.0,,,US,Common Stock,9783954.9554261,,0.8
21,PLTR,Palantir Technologies Inc,416.204,XNAS,2020-09-30 00:00:00,0001321655,BBG000N7QR55,2371340000.0,,,US,Common Stock,54744351.63242514,,0.8
22,COST,Costco Wholesale Corp,412.161,XNAS,1985-12-05 00:00:00,0000909832,BBG000F6H8W8,443240000.0,,,US,Common Stock,2343977.3043283,,0.7
23,ABBV,AbbVie Inc,407.192,XNYS,2013-01-02 00:00:00,0001551152,BBG0025Y4RY4,1766560000.0,,,US,Common Stock,7193401.460289867,,0.7
24,HD,Home Depot Inc,374.017,XNYS,1984-04-19 00:00:00,0000354950,BBG000BKZB36,995390000.0,,,US,Common Stock,4096537.9123282335,,0.7
25,BABA,"Alibaba Group Holding Limited American Depositary Shares, each represents eight Ordinary Shares",368.744,XNYS,2014-09-19 00:00:00,0001577552,BBG006G2JVL2,2384078936.0,,,,ADR,10656766.0735153,,0.7
26,BAC,Bank of America Corporation,360.348,XNYS,1973-01-02 00:00:00,0000070858,BBG000BCTLF6,7406947312.0,28255,NC,,Common Stock,41929859.1192876,,0.7
27,PG,Procter & Gamble Co,350.347,XNYS,1950-03-22 00:00:00,0000080424,BBG000BR2TH3,2340490000.0,,,US,Common Stock,11911018.4032586,,0.6
28,AMD,Advanced Micro Devices Inc,348.749,XNAS,1979-10-15 00:00:00,0000002488,BBG000BBQCY0,1622840000.0,,,US,Common Stock,42207866.18099747,,0.6
29,UNH,UNITEDHEALTH GROUP INCORPORATED (Delaware),321.061,XNYS,1984-10-17 00:00:00,0000731766,BBG000CH5208,905673625.0,55344,MN,,Common Stock,11590228.9738694,,0.6
30,SAP,SAP SE,309.237,XNYS,1995-09-18 00:00:00,0001000184,BBG000BDSLD7,1228504232.0,,,,ADR,3495148.0843303665,,0.6
31,GE,GE Aerospace,309.107,XNYS,1892-06-23 00:00:00,0000040545,BBG000BK6MB5,1060439387.0,45215,OH,,Common Stock,6236669.322957734,,0.6
32,CVX,Chevron Corp,304.857,XNYS,1921-06-24 00:00:00,0000093410,BBG000K4ND22,2047390000.0,,,US,Common Stock,10878931.5023314,,0.6
33,KO,Coca-Cola Co,288.518,XNYS,1950-01-26 00:00:00,0000021344,BBG000BMX289,4303670000.0,,,US,Common Stock,19706110.12724397,,0.5
34,CSCO,Cisco Systems Inc,268.580,XNAS,1990-02-16 00:00:00,0000858877,BBG000C3J3C9,3953200000.0,,,US,Common Stock,25883691.95949133,,0.5
35,AZN,AstraZeneca PLC,262.087,XNAS,1993-05-18 00:00:00,0000901832,BBG000BZ0DK8,3101385926.0,,,,ADR,5894023.977299533,,0.5
36,IBM,International Business Machines Corporation,258.795,XNYS,1949-01-28 00:00:00,0000051143,BBG000BLNNH6,929396575.0,10504,NY,,Common Stock,6754210.6777426,,0.5
37,TMUS,T-Mobile US Inc,257.485,XNAS,2007-04-19 00:00:00,0001283699,BBG000NDV1D4,1125420000.0,,,US,Common Stock,7165692.501248234,,0.5
38,NVO,Novo-Nordisk A/S,252.964,XNYS,1981-04-30 00:00:00,0000353278,BBG000BQBKR3,3390128000.0,,,,ADR,28683599.6299427,,0.5
39,NVS,Novartis AG,251.719,XNYS,1996-11-07 00:00:00,0001114448,BBG000LYF3S8,2112421867.0,,,,ADR,2496279.5829771003,,0.5
40,PM,Philip Morris International Inc,249.786,XNYS,2008-03-17 00:00:00,0001413329,BBG000J2XL74,1556590000.0,,,US,Common Stock,5532793.5906952005,,0.5
41,WFC,Wells Fargo & Co,248.651,XNYS,1962-12-10 00:00:00,0000072971,BBG000BWQFY7,3203440000.0,,,US,Common Stock,16997985.583557766,,0.5
42,MS,Morgan Stanley,242.412,XNYS,1986-03-21 00:00:00,0000895421,BBG000BLZRJ2,1596340000.0,,,US,Common Stock,8380967.373852434,,0.4
43,TM,Toyota Motor Corporation American Depositary Shares (Each representing ten Ordinary Shares),241.415,XNYS,1976-08-18 00:00:00,0001094517,BBG000BPH299,1579498746.0,,,,ADR,299490.03462673334,,0.4
44,ETH,Ethereum,232.999,,2015-08-07T00:00:00.000Z,,,120692247.58083288,,,,Crypto,676405741462.8335,1930.5225749421318,0.4
45,GS,Goldman Sachs Group Inc.,231.388,XNYS,1999-05-04 00:00:00,0000886982,BBG000C6CFJ5,302721092.0,10282,NY,,Common Stock,2600856.6442656997,,0.4
46,ABT,Abbott Laboratories,230.733,XNYS,1937-03-01 00:00:00,0000001800,BBG000B9ZXB4,1740460000.0,,,US,Common Stock,12446607.3752574,,0.4
47,CAT,Caterpillar Inc,230.164,XNYS,1929-12-02 00:00:00,0000018230,BBG000BF0K17,468480000.0,,,US,Common Stock,3119673.944283867,,0.4
48,CRM,Salesforce Inc,230.079,XNYS,2004-06-23 00:00:00,0001108524,BBG000BN2DC2,952000000.0,,,US,Common Stock,14177432.346671233,,0.4
49,HSBC,HSBC Holdings PLC,227.272,XNYS,1995-05-11 00:00:00,0001089113,BBG000C1K7N0,3458952888.0,,,,ADR,2422204.30642,,0.4
50,AXP,American Express Co,220.080,XNYS,1977-05-18 00:00:00,0000004962,BBG000BCQZS4,695880000.0,,,US,Common Stock,3647338.6004180666,,0.4
51,MRK,Merck & Co Inc,214.784,XNYS,1941-01-01 00:00:00,0000310158,BBG000BPD168,2497780000.0,,,US,Common Stock,13034601.472184433,,0.4
52,LIN,Linde PLC,212.801,XNAS,2018-10-31 00:00:00,0001707925,BBG01FND0CC1,468910000.0,,,GB,Common Stock,2772890.522885533,,0.4
53,MCD,McDonald's Corp,211.948,XNYS,1965-04-21 00:00:00,0000063908,BBG000BNSZP1,713600000.0,,,US,Common Stock,3420922.2630670997,,0.4
54,RTX,RTX Corp,211.088,XNYS,1934-09-05 00:00:00,0000101829,BBG000BW8S60,1338540000.0,,,US,Common Stock,6624396.648955867,,0.4
55,SHEL,Shell plc American Depositary Shares (Each represents two Ordinary shares),206.006,XNYS,1984-03-12 00:00:00,0001306965,BBG0147BN6G2,2922792094.0,,,,ADR,6185381.1074041,,0.4
56,PEP,PepsiCo Inc,205.471,XNAS,1919-12-18 00:00:00,0000077476,BBG000DH7JK6,1369080000.0,,,US,Common Stock,8972410.001072368,,0.4
57,MU,Micron Technology Inc,203.840,XNAS,1984-06-01 00:00:00,0000723125,BBG000C5Z1S3,1119130000.0,,,US,Common Stock,37606332.59248603,,0.4
58,RY,Royal Bank of Canada,202.576,XNYS,1995-10-16 00:00:00,0001000275,BBG000BSSC44,1405339302.0,,,,Common Stock,1550757.7792344666,,0.4
59,TMO,Thermo Fisher Scientific Inc,198.171,XNYS,1980-08-27 00:00:00,0000097745,BBG000BVDLH9,377610000.0,,,US,Common Stock,2552811.8401333997,,0.4
60,DIS,Walt Disney Co,196.316,XNYS,1957-11-12 00:00:00,0001744489,BBG000BH4R78,1797930000.0,,,US,Common Stock,12818260.058764733,,0.3
61,SHOP,Shopify Inc,196.284,XNAS,2015-05-21 00:00:00,0001594805,BBG008HBD923,1299660000.0,,,CA,Common Stock,15622938.970141467,,0.3
62,UBER,Uber Technologies Inc,194.778,XNYS,2019-05-10 00:00:00,0001543151,BBG002B04MT8,2085420000.0,,,US,Common Stock,23164256.353239734,,0.3
63,ANET,Arista Networks Inc,193.683,XNYS,2014-06-06 00:00:00,0001596532,BBG000N2HDY5,1256870000.0,,,US,Common Stock,9066518.461935733,,0.3
64,APP,Applovin Corp,192.765,XNAS,2021-04-15 00:00:00,0001751008,BBG006HFPX77,338250000.0,,,US,Common Stock,7529878.575410034,,0.3
65,BX,Blackstone Inc,188.857,XNYS,2007-06-22 00:00:00,0001393818,BBG000BH0106,1184670000.0,,,US,Common Stock,7653733.669702434,,0.3
66,T,AT&T Inc,184.980,XNYS,1983-11-21 00:00:00,0000732717,BBG000BSJK37,7150390000.0,,,US,Common Stock,47681390.55494287,,0.3
67,NOW,"SERVICENOW, INC.",184.424,XNYS,2012-06-29 00:00:00,0001373715,BBG000M1R011,208000000.0,95054,CA,,Common Stock,23141773.452003036,,0.3
68,PDD,PDD Holdings Inc,182.276,XNAS,2018-07-26 00:00:00,0001737806,BBG00LBLDDR2,5678590000.0,,,IE,ADR,8004958.198484867,,0.3
69,INTU,Intuit Inc,178.934,XNAS,1993-03-12 00:00:00,0000896878,BBG000BH5DV1,278810000.0,,,US,Common Stock,4682499.761565801,,0.3
70,HDB,HDFC Bank Limited,178.321,XNYS,2001-07-20 00:00:00,0001144967,BBG000NWKS18,5118026507.0,,,,ADR,6468316.4693536,,0.3
71,BLK,"Blackrock, Inc.",175.350,XNYS,1999-10-01 00:00:00,0002012383,BBG01PSW2WN4,154853337.0,10001,NY,,Common Stock,827107.1052586001,,0.3
72,C,Citigroup Inc,172.916,XNYS,1986-10-30 00:00:00,0000831001,BBG000FY4S11,1840900000.0,,,US,Common Stock,14656872.653373431,,0.3
73,NEE,Nextera Energy Inc,171.642,XNYS,1950-02-15 00:00:00,0000753308,BBG000BJSBJ0,2059290000.0,,,US,Common Stock,10540493.0621068,,0.3
74,INTC,Intel Corp,169.857,XNAS,1971-10-13 00:00:00,0000050863,BBG000C0G1D1,4670260000.0,,,US,Common Stock,118238719.73762083,,0.3
75,SONY,Sony Group Corporation American Depositary Shares (Each Representing One Share of Dollar Validated Common Stock),168.853,XNYS,1970-09-10 00:00:00,0000313838,BBG000BT7ZK6,6149810645.0,,,,ADR,7239446.693914866,,0.3
76,VZ,Verizon Communications Inc,168.021,XNYS,1984-02-15 00:00:00,0000732712,BBG000HS77T5,4216319999.9999995,,,US,Common Stock,36110819.78484646,,0.3
77,BKNG,Booking Holdings Inc,167.395,XNAS,1999-03-29 00:00:00,0001075531,BBG000BLBVN4,32409999.999999996,,,US,Common Stock,503451.3445773333,,0.3
78,AMAT,Applied Materials Inc,167.255,XNAS,1972-10-05 00:00:00,0000006951,BBG000BBPFB9,796640000.0,,,US,Common Stock,8596212.840635333,,0.3
79,SCHW,Charles Schwab Corp,166.928,XNYS,1987-09-22 00:00:00,0000316709,BBG000BSLZY7,1815220000.0,,,US,Common Stock,12935272.7604338,,0.3
80,MUFG,"Mitsubishi UFJ Financial Group, Inc.",166.380,XNYS,1990-06-25 00:00:00,0000067088,BBG000D4F4F5,12067710920.0,,,,ADR,3609499.3059043335,,0.3
81,QCOM,Qualcomm Inc,165.724,XNAS,1991-12-13 00:00:00,0000804328,BBG000CGC1X8,1077800000.0,,,US,Common Stock,10958059.097428866,,0.3
82,LRCX,Lam Research Corp,165.662,XNAS,1984-05-04 00:00:00,0000707549,BBG000BNFLM9,1261032300.0,94538,CA,,Common Stock,11765491.904131968,,0.3
83,GEV,GE Vernova Inc.,164.576,XNYS,2024-03-27 00:00:00,0001996810,BBG013G17W31,272223940.0,02141,MA,,Common Stock,3077904.4505948666,,0.3
84,ARM,Arm Holdings plc American Depositary Shares,163.985,XNAS,2023-09-14 00:00:00,0001973239,BBG01J1GXZF0,1056513738.0,,,,ADR,7007113.6924825,,0.3
85,BA,Boeing Co,159.345,XNYS,1934-09-05 00:00:00,0000012927,BBG000BCSST7,756160000.0,,,US,Common Stock,7145365.6034155,,0.3
86,TJX,TJX Companies Inc,156.234,XNYS,1965-11-17 00:00:00,0000109198,BBG000BV8DN6,1112940000.0,,,US,Common Stock,5825224.314830933,,0.3
87,AMGN,Amgen Inc,156.195,XNAS,1983-06-17 00:00:00,0000318154,BBG000BBS2Y0,538360000.0,,,US,Common Stock,3035886.0946501335,,0.3
88,TXN,Texas Instruments Inc,156.099,XNAS,1953-10-01 00:00:00,0000097476,BBG000BVV7G1,909140000.0,,,US,Common Stock,8899389.908016767,,0.3
89,ISRG,Intuitive Surgical Inc,153.998,XNAS,2000-06-13 00:00:00,0001035267,BBG000BJPDZ1,358480000.0,,,US,Common Stock,2158421.0478399666,,0.3
90,ACN,Accenture PLC,149.416,XNYS,2001-07-19 00:00:00,0001467373,BBG000D9D830,680343350.0,D2,L2,,Common Stock,6580909.706769667,,0.3
91,APH,Amphenol Corp,148.586,XNYS,1991-11-08 00:00:00,0000820313,BBG000B9YJ35,1220920000.0,,,US,Common Stock,11225401.714334134,,0.3
92,SPGI,S&P Global Inc.,148.406,XNYS,1929-02-14 00:00:00,0000064040,BBG000BP1Q11,305300000.0,10041,NY,,Common Stock,3308925.7128077,,0.3
93,UL,Unilever plc,148.167,XNYS,1961-12-12 00:00:00,0000217410,BBG000BW1442,2451884702.0,,,,ADR,3772743.809785466,,0.3
94,GILD,Gilead Sciences Inc,145.398,XNAS,1992-01-22 00:00:00,0000882095,BBG000CKGBP2,1240810000.0,,,US,Common Stock,8349299.215901366,,0.3
95,DHR,Danaher Corp,144.972,XNYS,1969-12-10 00:00:00,0000313616,BBG000BH3JF8,716050000.0,,,US,Common Stock,4506138.269412767,,0.3
96,SAN,Banco Santander S.A.,144.394,XNYS,1987-07-30 00:00:00,0000891478,BBG000BTJS47,14885325372.0,,,,ADR,14585151.3422228,,0.3
97,ETN,Eaton Corporation PLC,143.683,XNYS,2012-12-03 00:00:00,0001551182,BBG000BJ3PD2,389300000.0,,,IE,Common Stock,3075827.9051286336,,0.3
98,BSX,Boston Scientific Corp.,141.374,XNYS,1992-05-18 00:00:00,0000885725,BBG000C0LW92,1481751634.0,01752-1234,MA,,Common Stock,19101569.938721467,,0.3
99,ADBE,Adobe Inc,141.282,XNAS,1986-08-20 00:00:00,0000796343,BBG000BB5006,418600000.0,,,US,Common Stock,5995642.909836566,,0.2
100,PANW,Palo Alto Networks Inc,141.161,XNAS,2012-07-20 00:00:00,0001327567,BBG0014GJCT9,668900000.0,,,US,Common Stock,13687103.029848535,,0.2
101,PFE,Pfizer Inc,140.888,XNYS,1944-01-17 00:00:00,0000078003,BBG000BR2B91,5685550000.0,,,US,Common Stock,48920023.06277104,,0.2
102,PGR,Progressive Corp,140.690,XNYS,1987-01-06 00:00:00,0000080661,BBG000BR37X2,586400000.0,,,US,Common Stock,3696270.3876883998,,0.2
103,SYK,Stryker Corp,139.389,XNYS,1980-03-17 00:00:00,0000310764,BBG000DN7P92,382310000.0,,,US,Common Stock,2046279.0527325,,0.2
104,SPOT,Spotify Technology SA,138.920,XNYS,2018-04-03 00:00:00,0001639920,BBG003T4VFC2,204710000.0,,,LU,Common Stock,3789912.2346416665,,0.2
105,BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),136.147,XNYS,1987-05-28 00:00:00,0000811809,BBG000BD5NZ4,2539456588.0,,,,ADR,4642225.236828433,,0.2
106,UNP,Union Pacific Corp,133.720,XNYS,1969-06-20 00:00:00,0000100885,BBG000BW3299,593040000.0,,,US,Common Stock,4012632.7455844,,0.2
107,TD,Toronto Dominion Bank,133.708,XNYS,1996-08-30 00:00:00,0000947263,BBG000BXBHJ4,1700822179.0,,,,Common Stock,2406095.8778794003,,0.2
108,LOW,Lowe's Companies Inc,130.235,XNYS,1979-12-19 00:00:00,0000060667,BBG000BNDN65,560820000.0,,,US,Common Stock,2942544.2077328335,,0.2
109,KLAC,KLA Corp,129.685,XNAS,1980-10-08 00:00:00,0000319201,BBG000BMTFR4,131680000.0,,,US,Common Stock,1243559.6432581,,0.2
110,COF,Capital One Financial Corp,129.496,XNYS,1994-11-16 00:00:00,0000927628,BBG000BGKTF9,639500000.0,,,US,Common Stock,5922310.079611633,,0.2
111,HON,"Honeywell International, Inc.",127.557,XNAS,1929-09-19 00:00:00,0000773840,BBG000H556T9,634896562.0,28202,NC,,Common Stock,4534903.8097773995,,0.2
112,UBS,UBS Group AG,125.943,XNYS,1990-02-08 00:00:00,0001610520,BBG007DJM539,,,,,Common Stock,2563531.8295453,,0.2
113,TTE,TotalEnergies SE,124.314,XNYS,1991-10-25 00:00:00,0000879764,BBG000CHZ857,2281206254.0,,,,Common Stock,1580769.1899419331,,0.2
114,CRWD,CrowdStrike Holdings Inc,123.887,XNAS,2019-06-12 00:00:00,0001535527,BBG00BLYKS03,250960000.0,,,US,Common Stock,4145052.6607749667,,0.2
115,HOOD,Robinhood Markets Inc,123.490,XNAS,2021-07-29 00:00:00,0001783879,BBG008NMBXN8,888680000.0,,,US,Common Stock,33634080.1387456,,0.2
116,MDT,Medtronic plc,122.432,XNYS,1972-06-01 00:00:00,0001613103,BBG000BNWG87,1282685882.0,H91 4K49,,,Common Stock,9101552.9315049,,0.2
117,DE,Deere & Co,120.662,XNYS,1933-06-29 00:00:00,0000315189,BBG000BH1NH9,270330000.0,,,US,Common Stock,1862049.0336835333,,0.2
118,LMT,Lockheed Martin Corp,117.912,XNYS,1961-10-11 00:00:00,0000936468,BBG000C1BW00,233470000.0,,,US,Common Stock,1698864.4064797,,0.2
119,IBKR,Interactive Brokers Group Inc,117.305,XNAS,2007-05-04 00:00:00,0001381197,BBG000LV0836,1699820000.0,,,US,Common Stock,5402526.9219143,,0.2
120,SNY,Sanofi American Depositary Shares (Each representing one-half of one ordinary share),117.198,XNAS,2002-07-01 00:00:00,0001121404,BBG000BBD5N1,2454937946.0,,,,ADR,4609729.4135716325,,0.2
121,BUD,Anheuser-Busch INBEV SA/NV,116.338,XNYS,1980-04-18 00:00:00,0001668717,BBG000RYC984,1797199973.0,,,,ADR,2495614.7982726,,0.2
122,ADP,Automatic Data Processing Inc,115.527,XNAS,1961-09-01 00:00:00,0000008670,BBG000JG0547,405090000.0,,,US,Common Stock,3659581.0334799,,0.2
123,CEG,Constellation Energy Corp,115.118,XNAS,2022-01-19 00:00:00,0001868275,BBG014KFRNP7,312410000.0,,,US,Common Stock,4473584.146846834,,0.2
124,DASH,DoorDash Inc,113.642,XNAS,2020-12-09 00:00:00,0001792789,BBG005D7QCJ3,427190000.0,,,US,Common Stock,6168004.795443733,,0.2
125,CB,Chubb Ltd,112.833,XNYS,1993-03-25 00:00:00,0000896159,BBG000BR14K5,398690000.0,,,CH,Common Stock,1769680.9604727332,,0.2
126,BTI,"British American Tobacco p.l.c. American Depositary Shares, American Depositary Shares, each representing one Ordinary Share",112.324,XNYS,1980-04-14 00:00:00,0001303523,BBG000BWPXQ8,2189168191.0,,,,ADR,5362390.578163866,,0.2
127,MO,"Altria Group, Inc.",111.780,XNYS,1972-06-01 00:00:00,0000764180,BBG000BP6LJ8,1679890953.0,23230,VA,,Common Stock,10036132.488792833,,0.2
128,SE,Sea Ltd,111.300,XNYS,2017-10-20 00:00:00,0001703399,BBG00HTBWMG5,592020000.0,,,SG,ADR,5814047.126164766,,0.2
129,IBN,ICICI Bank Limited,111.058,XNYS,2000-03-28 00:00:00,0001103838,BBG000DRM643,3570483219.0,,,,ADR,6704243.196862733,,0.2
130,WELL,Welltower Inc.,110.985,XNYS,1978-02-17 00:00:00,0000766704,BBG000BKY1G5,667943885.0,43615,OH,,REIT,3409062.4655259,,0.2
131,ADI,Analog Devices Inc,110.847,XNAS,1979-04-03 00:00:00,0000006281,BBG000BB6G37,491960000.0,,,US,Common Stock,4404430.6761912,,0.2
