,symbol,name,market_cap,mic,list_date,cik,composite_figi,outstanding_shares,postal_code,state,country,type,volume,closing_price,weighted
24,HD,Home Depot Inc,374.017,XNYS,1984-04-19 00:00:00,0000354950,BBG000BKZB36,995390000.0,,,US,Common Stock,3937260.6333333333,,0.7
25,BABA,"Alibaba Group Holding Limited American Depositary Shares, each represents eight Ordinary Shares",368.744,XNYS,2014-09-19 00:00:00,0001577552,BBG006G2JVL2,2384078936.0,,,,ADR,14455417.566666666,,0.7
26,ETH,Ethereum,363.839,,2015-08-07T00:00:00.000Z,,,120695439.03201866,,,,Crypto,909574990397.6873,3014.5208597931164,0.7
27,BAC,Bank of America Corporation,360.348,XNYS,1973-01-02 00:00:00,0000070858,BBG000BCTLF6,7406947312.0,28255,NC,,Common Stock,35268694.733333334,,0.6
28,PG,Procter & Gamble Co,350.347,XNYS,1950-03-22 00:00:00,0000080424,BBG000BR2TH3,2340490000.0,,,US,Common Stock,8616818.7,,0.6
29,AMD,Advanced Micro Devices Inc,348.749,XNAS,1979-10-15 00:00:00,0000002488,BBG000BBQCY0,1622840000.0,,,US,Common Stock,53244017.56666667,,0.6
30,UNH,UNITEDHEALTH GROUP INCORPORATED (Delaware),321.061,XNYS,1984-10-17 00:00:00,0000731766,BBG000CH5208,905673625.0,55344,MN,,Common Stock,8402154.2,,0.6
31,SAP,SAP SE,309.237,XNYS,1995-09-18 00:00:00,0001000184,BBG000BDSLD7,1228504232.0,,,,ADR,1623822.1,,0.6
32,GE,GE Aerospace,309.107,XNYS,1892-06-23 00:00:00,0000040545,BBG000BK6MB5,1060439387.0,45215,OH,,Common Stock,4169068.6,,0.6
33,CVX,Chevron Corp,304.857,XNYS,1921-06-24 00:00:00,0000093410,BBG000K4ND22,2047390000.0,,,US,Common Stock,8002866.933333334,,0.6
34,KO,Coca-Cola Co,288.518,XNYS,1950-01-26 00:00:00,0000021344,BBG000BMX289,4303670000.0,,,US,Common Stock,16807802.1,,0.5
35,CSCO,Cisco Systems Inc,268.580,XNAS,1990-02-16 00:00:00,0000858877,BBG000C3J3C9,3953200000.0,,,US,Common Stock,22437566.566666666,,0.5
36,AZN,AstraZeneca PLC,262.087,XNAS,1993-05-18 00:00:00,0000901832,BBG000BZ0DK8,3101385926.0,,,,ADR,4855320.133333334,,0.5
37,IBM,International Business Machines Corporation,258.795,XNYS,1949-01-28 00:00:00,0000051143,BBG000BLNNH6,929396575.0,10504,NY,,Common Stock,5774192.833333333,,0.5
38,TMUS,T-Mobile US Inc,257.485,XNAS,2007-04-19 00:00:00,0001283699,BBG000NDV1D4,1125420000.0,,,US,Common Stock,5446786.633333334,,0.5
39,NVO,Novo-Nordisk A/S,252.964,XNYS,1981-04-30 00:00:00,0000353278,BBG000BQBKR3,3390128000.0,,,,ADR,19694363.333333332,,0.5
40,NVS,Novartis AG,251.719,XNYS,1996-11-07 00:00:00,0001114448,BBG000LYF3S8,2112421867.0,,,,ADR,1752827.8333333333,,0.5
41,PM,Philip Morris International Inc,249.786,XNYS,2008-03-17 00:00:00,0001413329,BBG000J2XL74,1556590000.0,,,US,Common Stock,6999448.7,,0.5
42,WFC,Wells Fargo & Co,248.651,XNYS,1962-12-10 00:00:00,0000072971,BBG000BWQFY7,3203440000.0,,,US,Common Stock,14682293.5,,0.4
43,MS,Morgan Stanley,242.412,XNYS,1986-03-21 00:00:00,0000895421,BBG000BLZRJ2,1596340000.0,,,US,Common Stock,5299672.766666667,,0.4
44,TM,Toyota Motor Corporation American Depositary Shares (Each representing ten Ordinary Shares),241.415,XNYS,1976-08-18 00:00:00,0001094517,BBG000BPH299,1579498746.0,,,,ADR,280999.73333333334,,0.4
45,GS,Goldman Sachs Group Inc.,231.388,XNYS,1999-05-04 00:00:00,0000886982,BBG000C6CFJ5,302721092.0,10282,NY,,Common Stock,1934506.6,,0.4
46,ABT,Abbott Laboratories,230.733,XNYS,1937-03-01 00:00:00,0000001800,BBG000B9ZXB4,1740460000.0,,,US,Common Stock,6319280.3,,0.4
47,CAT,Caterpillar Inc,230.164,XNYS,1929-12-02 00:00:00,0000018230,BBG000BF0K17,468480000.0,,,US,Common Stock,2703957.8333333335,,0.4
48,CRM,Salesforce Inc,230.079,XNYS,2004-06-23 00:00:00,0001108524,BBG000BN2DC2,952000000.0,,,US,Common Stock,7210636.633333334,,0.4
49,HSBC,HSBC Holdings PLC,227.272,XNYS,1995-05-11 00:00:00,0001089113,BBG000C1K7N0,3458952888.0,,,,ADR,1844424.6666666667,,0.4
50,AXP,American Express Co,220.080,XNYS,1977-05-18 00:00:00,0000004962,BBG000BCQZS4,695880000.0,,,US,Common Stock,2436584.7,,0.4
51,MRK,Merck & Co Inc,214.784,XNYS,1941-01-01 00:00:00,0000310158,BBG000BPD168,2497780000.0,,,US,Common Stock,13519660.3,,0.4
52,LIN,Linde PLC,212.801,XNAS,2018-10-31 00:00:00,0001707925,BBG01FND0CC1,468910000.0,,,GB,Common Stock,2737962.5,,0.4
53,MCD,McDonald's Corp,211.948,XNYS,1965-04-21 00:00:00,0000063908,BBG000BNSZP1,713600000.0,,,US,Common Stock,3055181.3666666667,,0.4
54,RTX,RTX Corp,211.088,XNYS,1934-09-05 00:00:00,0000101829,BBG000BW8S60,1338540000.0,,,US,Common Stock,4669224.4,,0.4
55,SHEL,Shell plc American Depositary Shares (Each represents two Ordinary shares),206.006,XNYS,1984-03-12 00:00:00,0001306965,BBG0147BN6G2,2922792094.0,,,,ADR,4373093.766666667,,0.4
56,PEP,PepsiCo Inc,205.471,XNAS,1919-12-18 00:00:00,0000077476,BBG000DH7JK6,1369080000.0,,,US,Common Stock,6743349.1,,0.4
57,MU,Micron Technology Inc,203.840,XNAS,1984-06-01 00:00:00,0000723125,BBG000C5Z1S3,1119130000.0,,,US,Common Stock,25089389.466666665,,0.4
58,RY,Royal Bank of Canada,202.576,XNYS,1995-10-16 00:00:00,0001000275,BBG000BSSC44,1405339302.0,,,,Common Stock,1220472.5,,0.4
59,TMO,Thermo Fisher Scientific Inc,198.171,XNYS,1980-08-27 00:00:00,0000097745,BBG000BVDLH9,377610000.0,,,US,Common Stock,1782322.7333333334,,0.3
60,DIS,Walt Disney Co,196.316,XNYS,1957-11-12 00:00:00,0001744489,BBG000BH4R78,1797930000.0,,,US,Common Stock,10842328.866666667,,0.3
61,SHOP,Shopify Inc,196.284,XNAS,2015-05-21 00:00:00,0001594805,BBG008HBD923,1299660000.0,,,CA,Common Stock,9432332.066666666,,0.3
62,UBER,Uber Technologies Inc,194.778,XNYS,2019-05-10 00:00:00,0001543151,BBG002B04MT8,2085420000.0,,,US,Common Stock,18567068.233333334,,0.3
63,ANET,Arista Networks Inc,193.683,XNYS,2014-06-06 00:00:00,0001596532,BBG000N2HDY5,1256870000.0,,,US,Common Stock,8483373.6,,0.3
64,APP,Applovin Corp,192.765,XNAS,2021-04-15 00:00:00,0001751008,BBG006HFPX77,338250000.0,,,US,Common Stock,4452147.666666667,,0.3
65,BX,Blackstone Inc,188.857,XNYS,2007-06-22 00:00:00,0001393818,BBG000BH0106,1184670000.0,,,US,Common Stock,4474192.966666667,,0.3
66,T,AT&T Inc,184.980,XNYS,1983-11-21 00:00:00,0000732717,BBG000BSJK37,7150390000.0,,,US,Common Stock,62555185.666666664,,0.3
67,NOW,"SERVICENOW, INC.",184.424,XNYS,2012-06-29 00:00:00,0001373715,BBG000M1R011,208000000.0,95054,CA,,Common Stock,1551417.3,,0.3
68,PDD,PDD Holdings Inc,182.276,XNAS,2018-07-26 00:00:00,0001737806,BBG00LBLDDR2,5678590000.0,,,IE,ADR,7471017.233333333,,0.3
69,INTU,Intuit Inc,178.934,XNAS,1993-03-12 00:00:00,0000896878,BBG000BH5DV1,278810000.0,,,US,Common Stock,1684928.7,,0.3
70,HDB,HDFC Bank Limited,178.321,XNYS,2001-07-20 00:00:00,0001144967,BBG000NWKS18,5118026507.0,,,,ADR,3662174.2666666666,,0.3
71,BLK,"Blackrock, Inc.",175.350,XNYS,1999-10-01 00:00:00,0002012383,BBG01PSW2WN4,154853337.0,10001,NY,,Common Stock,657470.5666666667,,0.3
72,C,Citigroup Inc,172.916,XNYS,1986-10-30 00:00:00,0000831001,BBG000FY4S11,1840900000.0,,,US,Common Stock,11265613.233333332,,0.3
73,NEE,Nextera Energy Inc,171.642,XNYS,1950-02-15 00:00:00,0000753308,BBG000BJSBJ0,2059290000.0,,,US,Common Stock,9417509.833333334,,0.3
74,INTC,Intel Corp,169.857,XNAS,1971-10-13 00:00:00,0000050863,BBG000C0G1D1,4670260000.0,,,US,Common Stock,92664040.03333333,,0.3
75,SONY,Sony Group Corporation American Depositary Shares (Each Representing One Share of Dollar Validated Common Stock),168.853,XNYS,1970-09-10 00:00:00,0000313838,BBG000BT7ZK6,6149810645.0,,,,ADR,3756931.1333333333,,0.3
76,VZ,Verizon Communications Inc,168.021,XNYS,1984-02-15 00:00:00,0000732712,BBG000HS77T5,4216319999.9999995,,,US,Common Stock,30242792.766666666,,0.3
77,BKNG,Booking Holdings Inc,167.395,XNAS,1999-03-29 00:00:00,0001075531,BBG000BLBVN4,32409999.999999996,,,US,Common Stock,291146.1666666667,,0.3
78,AMAT,Applied Materials Inc,167.255,XNAS,1972-10-05 00:00:00,0000006951,BBG000BBPFB9,796640000.0,,,US,Common Stock,7788924.1,,0.3
79,SCHW,Charles Schwab Corp,166.928,XNYS,1987-09-22 00:00:00,0000316709,BBG000BSLZY7,1815220000.0,,,US,Common Stock,8124188.9,,0.3
80,MUFG,"Mitsubishi UFJ Financial Group, Inc.",166.380,XNYS,1990-06-25 00:00:00,0000067088,BBG000D4F4F5,12067710920.0,,,,ADR,3443316.933333333,,0.3
81,QCOM,Qualcomm Inc,165.724,XNAS,1991-12-13 00:00:00,0000804328,BBG000CGC1X8,1077800000.0,,,US,Common Stock,12388185.466666667,,0.3
82,LRCX,Lam Research Corp,165.662,XNAS,1984-05-04 00:00:00,0000707549,BBG000BNFLM9,1261032300.0,94538,CA,,Common Stock,11193560.1,,0.3
83,GEV,GE Vernova Inc.,164.576,XNYS,2024-03-27 00:00:00,0001996810,BBG013G17W31,272223940.0,02141,MA,,Common Stock,3291804.8333333335,,0.3
84,ARM,Arm Holdings plc American Depositary Shares,163.985,XNAS,2023-09-14 00:00:00,0001973239,BBG01J1GXZF0,1056513738.0,,,,ADR,4038834.7666666666,,0.3
85,BA,Boeing Co,159.345,XNYS,1934-09-05 00:00:00,0000012927,BBG000BCSST7,756160000.0,,,US,Common Stock,8516773.733333332,,0.3
86,TJX,TJX Companies Inc,156.234,XNYS,1965-11-17 00:00:00,0000109198,BBG000BV8DN6,1112940000.0,,,US,Common Stock,5582620.466666667,,0.3
87,AMGN,Amgen Inc,156.195,XNAS,1983-06-17 00:00:00,0000318154,BBG000BBS2Y0,538360000.0,,,US,Common Stock,2669390.7666666666,,0.3
88,TXN,Texas Instruments Inc,156.099,XNAS,1953-10-01 00:00:00,0000097476,BBG000BVV7G1,909140000.0,,,US,Common Stock,8614673.3,,0.3
89,ISRG,Intuitive Surgical Inc,153.998,XNAS,2000-06-13 00:00:00,0001035267,BBG000BJPDZ1,358480000.0,,,US,Common Stock,2406928.3666666667,,0.3
90,ACN,Accenture PLC,149.416,XNYS,2001-07-19 00:00:00,0001467373,BBG000D9D830,680343350.0,D2,L2,,Common Stock,3640500.566666667,,0.3
91,APH,Amphenol Corp,148.586,XNYS,1991-11-08 00:00:00,0000820313,BBG000B9YJ35,1220920000.0,,,US,Common Stock,8635836.966666667,,0.3
92,SPGI,S&P Global Inc.,148.406,XNYS,1929-02-14 00:00:00,0000064040,BBG000BP1Q11,305300000.0,10041,NY,,Common Stock,1640187.9,,0.3
93,UL,Unilever plc,148.167,XNYS,1961-12-12 00:00:00,0000217410,BBG000BW1442,2451884702.0,,,,ADR,3010045.6333333333,,0.3
94,GILD,Gilead Sciences Inc,145.398,XNAS,1992-01-22 00:00:00,0000882095,BBG000CKGBP2,1240810000.0,,,US,Common Stock,6975349.266666667,,0.3
95,DHR,Danaher Corp,144.972,XNYS,1969-12-10 00:00:00,0000313616,BBG000BH3JF8,716050000.0,,,US,Common Stock,3885362.433333333,,0.3
96,SAN,Banco Santander S.A.,144.394,XNYS,1987-07-30 00:00:00,0000891478,BBG000BTJS47,14885325372.0,,,,ADR,3078208.566666667,,0.3
97,ETN,Eaton Corporation PLC,143.683,XNYS,2012-12-03 00:00:00,0001551182,BBG000BJ3PD2,389300000.0,,,IE,Common Stock,2828403.7,,0.3
98,BSX,Boston Scientific Corp.,141.374,XNYS,1992-05-18 00:00:00,0000885725,BBG000C0LW92,1481751634.0,01752-1234,MA,,Common Stock,8640126.366666667,,0.2
99,ADBE,Adobe Inc,141.282,XNAS,1986-08-20 00:00:00,0000796343,BBG000BB5006,418600000.0,,,US,Common Stock,3552417.4,,0.2
100,PANW,Palo Alto Networks Inc,141.161,XNAS,2012-07-20 00:00:00,0001327567,BBG0014GJCT9,668900000.0,,,US,Common Stock,5798979.9,,0.2
101,PFE,Pfizer Inc,140.888,XNYS,1944-01-17 00:00:00,0000078003,BBG000BR2B91,5685550000.0,,,US,Common Stock,81361464.93333334,,0.2
102,PGR,Progressive Corp,140.690,XNYS,1987-01-06 00:00:00,0000080661,BBG000BR37X2,586400000.0,,,US,Common Stock,3661677.2,,0.2
103,SYK,Stryker Corp,139.389,XNYS,1980-03-17 00:00:00,0000310764,BBG000DN7P92,382310000.0,,,US,Common Stock,1716106.5,,0.2
104,SPOT,Spotify Technology SA,138.920,XNYS,2018-04-03 00:00:00,0001639920,BBG003T4VFC2,204710000.0,,,LU,Common Stock,1915943.8,,0.2
105,BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),136.147,XNYS,1987-05-28 00:00:00,0000811809,BBG000BD5NZ4,2539456588.0,,,,ADR,2824920.8666666667,,0.2
106,UNP,Union Pacific Corp,133.720,XNYS,1969-06-20 00:00:00,0000100885,BBG000BW3299,593040000.0,,,US,Common Stock,3277154.6666666665,,0.2
107,TD,Toronto Dominion Bank,133.708,XNYS,1996-08-30 00:00:00,0000947263,BBG000BXBHJ4,1700822179.0,,,,Common Stock,1767848.2666666666,,0.2
108,LOW,Lowe's Companies Inc,130.235,XNYS,1979-12-19 00:00:00,0000060667,BBG000BNDN65,560820000.0,,,US,Common Stock,3111258.1666666665,,0.2
109,XRP,XRP,129.923,,2013-08-04T00:00:00.000Z,,,60331635327.0,,,,Crypto,125166353429.75858,2.1534786828495833,0.2
110,KLAC,KLA Corp,129.685,XNAS,1980-10-08 00:00:00,0000319201,BBG000BMTFR4,131680000.0,,,US,Common Stock,1078056.8,,0.2
111,COF,Capital One Financial Corp,129.496,XNYS,1994-11-16 00:00:00,0000927628,BBG000BGKTF9,639500000.0,,,US,Common Stock,3870631.2,,0.2
112,HON,"Honeywell International, Inc.",127.557,XNAS,1929-09-19 00:00:00,0000773840,BBG000H556T9,634896562.0,28202,NC,,Common Stock,4456066.933333334,,0.2
113,UBS,UBS Group AG,125.943,XNYS,1990-02-08 00:00:00,0001610520,BBG007DJM539,,,,,Common Stock,1822969.4666666666,,0.2
114,TTE,TotalEnergies SE,124.314,XNYS,1991-10-25 00:00:00,0000879764,BBG000CHZ857,2281206254.0,,,,ADR,1140543.9666666666,,0.2
115,CRWD,CrowdStrike Holdings Inc,123.887,XNAS,2019-06-12 00:00:00,0001535527,BBG00BLYKS03,250960000.0,,,US,Common Stock,2154256.4,,0.2
116,HOOD,Robinhood Markets Inc,123.490,XNAS,2021-07-29 00:00:00,0001783879,BBG008NMBXN8,888680000.0,,,US,Common Stock,29011573.433333334,,0.2
117,MDT,Medtronic plc,122.432,XNYS,1972-06-01 00:00:00,0001613103,BBG000BNWG87,1282685882.0,H91 4K49,,,Common Stock,7401245.266666667,,0.2
118,BNB,BNB,121.757,,2017-07-25T00:00:00.000Z,,,137736193.17000002,,,,Crypto,64264286385.16972,883.984828087839,0.2
119,DE,Deere & Co,120.662,XNYS,1933-06-29 00:00:00,0000315189,BBG000BH1NH9,270330000.0,,,US,Common Stock,1445293.9333333333,,0.2
120,LMT,Lockheed Martin Corp,117.912,XNYS,1961-10-11 00:00:00,0000936468,BBG000C1BW00,233470000.0,,,US,Common Stock,1374036.2666666666,,0.2
121,IBKR,Interactive Brokers Group Inc,117.305,XNAS,2007-05-04 00:00:00,0001381197,BBG000LV0836,1699820000.0,,,US,Common Stock,4385589.233333333,,0.2
122,SNY,Sanofi American Depositary Shares (Each representing one-half of one ordinary share),117.198,XNAS,2002-07-01 00:00:00,0001121404,BBG000BBD5N1,2454937946.0,,,,ADR,2401898.533333333,,0.2
123,BUD,Anheuser-Busch INBEV SA/NV,116.338,XNYS,1980-04-18 00:00:00,0001668717,BBG000RYC984,1797199973.0,,,,ADR,2175381.433333333,,0.2
124,ADP,Automatic Data Processing Inc,115.527,XNAS,1961-09-01 00:00:00,0000008670,BBG000JG0547,405090000.0,,,US,Common Stock,2108888.2666666666,,0.2
125,CEG,Constellation Energy Corp,115.118,XNAS,2022-01-19 00:00:00,0001868275,BBG014KFRNP7,312410000.0,,,US,Common Stock,2773254.8333333335,,0.2
126,DASH,DoorDash Inc,113.642,XNAS,2020-12-09 00:00:00,0001792789,BBG005D7QCJ3,427190000.0,,,US,Common Stock,6267147.8,,0.2
127,CB,Chubb Ltd,112.833,XNYS,1993-03-25 00:00:00,0000896159,BBG000BR14K5,398690000.0,,,CH,Common Stock,1768912.7,,0.2
128,BTI,"British American Tobacco p.l.c. American Depositary Shares, American Depositary Shares, each representing one Ordinary Share",112.324,XNYS,1980-04-14 00:00:00,0001303523,BBG000BWPXQ8,2189168191.0,,,,ADR,3857495.7333333334,,0.2
129,MO,"Altria Group, Inc.",111.780,XNYS,1972-06-01 00:00:00,0000764180,BBG000BP6LJ8,1679890953.0,23230,VA,,Common Stock,8748682.533333333,,0.2
